generated_at,rank,sym_1,sym_2,zero_crossings,p_value,adf_stat,hedge_ratio,zscore_current,overbought_signals,oversold_signals,spread_mean,spread_std,price_1_current,price_2_current,total_symbols,total_cointegrated_pairs,analysis_candles
2026-02-01 05:21:42,1,INJ-USDT-SWAP,NEO-USDT-SWAP,100.0,0.0165129637009051,-3.73495772735396,1.1547047591023794,1.7796899411478984,71,26,-0.002340388241884479,0.005501065081367149,3.514,2.972,101,31,1440
2026-02-01 05:21:42,2,SAND-USDT-SWAP,XLM-USDT-SWAP,31.0,0.0041131514958835,-4.165418723562021,1.3081710771052733,0.9330334807332047,27,59,-0.008103837953876722,0.014184232156108792,0.0995,0.1744,101,31,1440
2026-02-01 05:21:42,3,OP-USDT-SWAP,SUSHI-USDT-SWAP,27.0,2.6030691945875244e-07,-6.360659356208051,1.0097498447316422,0.16738398518017406,61,34,-0.013941062539924852,0.011504250851282139,0.2277,0.2375,101,31,1440
