FIL-USDT-SWAP,NEAR-USDT-SWAP,FIL-USDT-SWAP_log,NEAR-USDT-SWAP_log,Spread,ZScore
1.269,1.495,0.23822918873225055,0.4021262068426498,0.011858985138588796,-0.5931460229697681
1.27,1.491,0.23901690047049992,0.39944703578260143,0.014154891289451299,0.7522942805340371
1.27,1.489,0.23901690047049992,0.398104753701872,0.014910506473750251,1.1342826456803168
1.27,1.486,0.23901690047049992,0.39608794629556743,0.01604583437679591,1.6445644222927254
1.27,1.488,0.23901690047049992,0.3974329364109001,0.015288694749836823,1.0761009429476316
1.269,1.484,0.23822918873225055,0.3947411447451887,0.016016281982483033,1.3607508343713688
1.268,1.486,0.2374408560150342,0.39608794629556743,0.01446978992133019,0.444987661985497
1.267,1.486,0.23665190133900194,0.39608794629556743,0.013680835245297923,0.04145767292146456
1.267,1.487,0.23665190133900194,0.3967606674780181,0.013302138138663655,-0.13504237115997636
1.267,1.488,0.23665190133900194,0.3974329364109001,0.012923695618338837,-0.32336226679443725
1.268,1.48,0.2374408560150342,0.3920420877760237,0.016747338116886223,1.668515217524625
1.267,1.487,0.23665190133900194,0.3967606674780181,0.013302138138663655,-0.203861484891235
1.267,1.487,0.23665190133900194,0.3967606674780181,0.013302138138663655,-0.22533817662684438
1.267,1.489,0.23665190133900194,0.398104753701872,0.012545507342252266,-0.9957939450219173
1.267,1.488,0.23665190133900194,0.3974329364109001,0.012923695618338837,-0.6845090139063155
1.268,1.487,0.2374408560150342,0.3967606674780181,0.014091092814695921,0.12864819263904187
1.268,1.488,0.2374408560150342,0.3974329364109001,0.013712650294371104,-0.1285815491863283
1.268,1.488,0.2374408560150342,0.3974329364109001,0.013712650294371104,-0.11349030773092753
1.268,1.485,0.2374408560150342,0.395414772254663,0.014848741957035588,0.6894415488484527
1.268,1.486,0.2374408560150342,0.39608794629556743,0.01446978992133019,0.3548551616741384
1.266,1.487,0.23586232372198446,0.3967606674780181,0.012512560521646177,-1.1991835583302057
1.268,1.489,0.2374408560150342,0.398104753701872,0.013334462018284532,-0.6543085171006736
1.268,1.49,0.2374408560150342,0.3987761199573678,0.012956527645054394,-0.9051790740669393
1.269,1.485,0.23822918873225055,0.395414772254663,0.015637074674251933,1.2440584123823548
1.269,1.491,0.23822918873225055,0.39944703578260143,0.013367179551201924,-0.5059212023755988
1.269,1.489,0.23822918873225055,0.398104753701872,0.014122794735500876,0.1936372464747166
1.27,1.486,0.23901690047049992,0.39608794629556743,0.01604583437679591,1.8878672146138407
1.27,1.495,0.23901690047049992,0.4021262068426498,0.01264669687683817,-1.0117564324725392
1.27,1.491,0.23901690047049992,0.39944703578260143,0.014154891289451299,0.27068803218987525
1.27,1.487,0.23901690047049992,0.3967606674780181,0.01566713727016164,1.4065754585300012
1.271,1.489,0.23980399220731693,0.398104753701872,0.015697598210567265,1.2885710470835734
1.269,1.484,0.23822918873225055,0.3947411447451887,0.016016281982483033,1.6636220284645438
1.267,1.486,0.23665190133900194,0.39608794629556743,0.013680835245297923,-0.3310020847135474
1.267,1.484,0.23665190133900194,0.3947411447451887,0.014438994589234422,0.27210305183803724
1.267,1.485,0.23665190133900194,0.395414772254663,0.014059787281003322,-0.12256697047322591
1.266,1.487,0.23586232372198446,0.3967606674780181,0.012512560521646177,-1.4702925332223973
